"1. Перша асоціація - архаічність (арх) :-) . 2. Не викликає негативних почуттів, але і позитивну реакцію не відчув. 3. Страхуванням можна займатися маючи будь-яку назву. 4. Все залежить від умов, а ще більше позитивного (негативного) досвіду .";0
"1. Ассоциация с автотематикой (мощный двигатель или марка авто) 2. Не возникает не негативных, не позитивных эмоций3. Да 4. Да";0
Асоцюється з чимось автомобільним. Подобається бо має коротке значення. Так могла б ця компанія займатись страхуванням/автострахуванням. Міг би довіритись.,1
1. Хотелось бы расширенное название услышать.2. Краткость- сестра таланта. 3. В названии- должно быть заложено направление деятельности. 4. Возможно по совету друзей.,1
"Ассоциируется с OLX. Название звучное, запоминающееся. Компания с таким названием могла бы заниматься страхованием. Не зная отзывов о ней, нет.";1
"1. Ассоциация с сайтом OLX 2. Сказать, что нравится то не очень 3. Для страховой компании в принципе подходит 4. Может и доверял бы";-2
"1.ассоциируется,как РСТ, точно что то с авто 2.привлекает звучащим названием 3.могла бы существовать такая компания 4.доверился бы,были бы только условия и цены приемлемые";1
Не понятно что это!,-1
1 с набором букв 2 нравится что коротко 3 да 4 да после проверки её деловой репутации,1
"1) абсолютно никаких ассоциаций не вызывает.что то непонятное и неизвестное.просто три буквы. ну может быть субару wrx sti2) если бы я точно знал что эти три буквы означают страховую компанию, то наверное понравилось бы то что это иностранная компания ,а не наша украинская.все таки иностранные компании работают лучше и правильней чем наши.как показывает практика. 3)Трудно судить по трем буквам.Но все Возможно 4) Да,но только после проверки ее репутации и отзывов клиентов.";-1
"Название «ARX» не вызывает у меня никаких ассоциаций... Возможно это аббревиатура, которая как-то расшифровывается...";-1
"1. Звучит как рык собаки 2. Не понятно что это. Отталкивает 3. Чем угодно она могла бы заниматься.... 4. Да, если бы эта компания делала ксерокопии";-1
"Звучит странно.. Ассоциируется с моющим порошком 2 Нравится краткостью 3 Могла бы .4 Посоветовался бы ,посмотрел в интернете.Звучит невнятно и не запоминается.";1
"1.Ассоциациируется с какими то строительными материалами 2.не нравится...какое то непонятное слово... 3.не очень подходит для страховой такое название 4.не доверилась бы с таким непонятным названием, не вызывает доверия";-1
1.Нет никаких ассоциаций. 2.вообще не нравится.потому что не понятно о чем это или что это 3.нет.потому что никак не ассоциируется со страхованием 4.Не смогла бы,-1
"1. Асоціація з велосипедом BMX. А це хороша фірма велосипедів, тому, враження хороше 2. Подобається тим, що лаконічна і при цьому має хороше звучання. 3. Чому ні .. Могла б.. Головне суть, а не форма, в даному випадку. 4. Так, загалом. Але прийняти остаточне рішення можна лише проаналізувавши репутацію цієї компанії.";1
"1. Не ассоциируется ни с чем. 2. Не нравится, слишком короткое название. 3. Все возможно. 4. Были бы хорошие условия страхования.";-1
"1.Ассоциация с уже существующей страховой -АХА страхование. 2.Четкое короткое название. Запоминающееся. Но не все буквы понятны - что они означают? 3.Вполне может так называться страх.компания но может еще + слово insurance 4.да доверяла бы так как уже ассоциирую с уже существующей страховой АХА, имя которой известно давно.";1
1. Что то новое и неизвестное 2. Может заниматься 3.подходит 4. Может быть,0
"Как говаривал некто в кепке, это архиважно. Совершенно не нравится. Страхование не её конёк. Не доверюсь.";-1
"1. Будто бы команда ""Фас""; призыв к действию. 2. Интересный вариант, активный, нравится. 3. Да. 4. да.";1
"1. Ассоциация – что-то новое и непонятное. 2. Название ничего не дает, трудно сказать чем занимается компания, но если раскрутить название, то будет легко запоминаться, что удобно – это плюс3. Данная компания может заниматься чем угодно, в том числе и страхованием/автострахованием. 4. Скорее нет. Название ничего не дает.";-1
"1. Ассоциаций никаких нету. Название нормальное. Краткое 2. Лаконичностью нравится, но как-то обрубано совсесм 3. Да 4. Да";1
1 похоже на название кроссовок 2 не понятно о чём идёт речь 3 могла бы 4 да,-1
"1.Ассоциация с страховой компанией АХА 2. Простое короткое название, легко запомнить. 3. Вполне возможно как название автостраховой компании 4.Думаю да, могла б доверять";1
"1. Свёрнутая, закрытая компания. 2. Мне не нравится, название размытое, некоректное. 3. Точно может заниматься. 4. Довериться сложно, но можно.";-1
1 Ассоциируется с автомобилем acura 2 не вызывает доверия 3 больше подходит название для СТО 4 не зависит от названия,-1
"Ассоциация с спорт залом, есть такая тренировка, доверие будет когда лучше узнаешь компанию и условия, доверие не исключено но но....";0
"1. ARX асоціація з TRX напрямком спорту2. Спорт люблю, тому назва подобається. Досить динамічне звучання3. Так4. Я б довірилась попередній репутації компанії, оскільки це ребрендінг";1
1. Фортеця. 2. Лаконічна нормальна назва. 3. Ймовірно. 4. Можливо .,1
"1. ARX звучит, как ""Юрий Антонов и группа Аракс"". 2. Название не нравится, но интересное. 2. Может и страхованием заниматься, не принципиально. 4. Если будут выгодные предложения и хорошие условия, то название это не главное.";-1
"1. Дезодорант , що агресивно рекламувався колись. 2. Нейтральна назва. Не викликає ніяких реакцій. 3. Могла б. 4.Назва - недостатньо факторів для довіри. Але відштовхувань не викликає. Тому при потребі почала б вивчати історію, рейтинги, показники і т.д.";-1
"1. Напоминает название стирального порошка, не помню какое уже, но что-то такое. 2. Название не сильно нравится, резкое, как-то даже рычит). 3. Тем не менее для страховой пойти может, считаю. 4. Да, попробовал бы.";-1
1. напоминает искусственный интеллект из одной игры ) 2. нравится ) 3. да )) 4. думаю больше да чем нет ),1
1. Політ,
"1. Ассоциации с компанией, что занимается полетом. Типа МАУ. А вообще аббревиатура не понятная мне. 2. Не нравиться. Не понятно. Я плохо запомню. 3. Могла. 4. Не думаю, что смогла довериться.";-1
"Похоже на название дезодоранта Нет,не нравитсяПочему нет,может и могла Очень короткое название не понять ничего кому доверять";-1
1.Асоциация со страховкой. 2. Легко запоминается. 3. Можно назвать так страховую компанию. 4. Мог бы доверять.,1
1. Синонім іншої назви. 2. Жодної. 3. Можливо. 4. Не думаю,-1
"1. Просто якась нзрозуміла абревіатура 2. відштовхує нзрозумілістю, ніби який антиперспірант 3. Ні 4. ні";-1
"1. Кукурузные хлопья, йогурт, или типа того.2. Отношение нейтральное, в контексте страховки — скорее оттталкивающее.3. 4. Скорее нет.";-1
"Щось ніби то хороше, але в мене більше асоціює з кормом для тварин, незрозуміло до чого ця назва для страхової компанії. Напевно не користувалась би послугами цієї компанії. Назва не ділова, для чогось простого підходить.";-1
"Это название ассоциируется со словом ""файно""; что очень позитивно Сложновато выговариваеться Такое название применимо к компаниям с разными видами услуг, свзи со страхованием я не нахожу Если компания популярна среди пользователей смог бы ей довериться";-1
"1. Что-то такое домашнее, с чаепитием и булочками. 2.Милое название - заставило улыбнуться.3 Если и заниматься страхованием под таким названием, то скорее недвижимости и здоровья, чем авто. 4. Скорее нет, чем да.";1
"1. Ассоциируется с едой (с шоколадным драже «скитлс») или маркой женских колгот/чулков. 2. Название не отталкивающее, но кажется каким-то мелковатым, местечковым, к тому же нет четкого понимания, чем занимается компания с таким названием. Предыдущие три буквы теперь выглядят более интересным вариантом 3. Не думаю, что эта компания могла бы заниматься страхованием. Разве что связанным с детьми или путешествиями. Авто – однозначно нет. 4. Нет.";0
1. Ассоциируется с какой либо работой вызывает желание что либо сделать . 2. Название нравиться. 3. Скорее всего нет чем да это название подходить для другой отросли компаний. 4. Наверное да.,1
"1. Название ассоциируется с чем-то увеселяющим, развлекательным.2. название лёгкое, звенящее, легко произносится. 3. На мой взгляд, компания с таким названием могла бы заниматься страхованием жизни. С автострахованием данное название не ассоциируется 4. Возможно, могла бы";1
"1.Что-то мягкое, нежное, приятное. Файно))) 2.Это привлекает, но непонятна цель компании. 3.Автострахование точно нет, скорее что-то с психологией или работа с людьми в сфере искусства. 4. пошла бы посмотреть, но деньги вряд ли доверила)))";1
назва не для автострахування...більш ні..чи так,-1
"1.Ассоциируется с маленьким авто.Можно назвать автомастерскую ,но не страховую.2.Не нравится,как название,для автострахования3Название подходит для салона автомашин.4Услугами не воспользовалась бы.";-1
"1. Асоциация с украинским файно, обо вмем на свете( от корма для животных до названия детского питания) 2. С страховой компанией не связано, если только страхование жизни. 3.скорее нет, другая отросль 4. Наверно да";-1
Это название не для страховой компании (((,0
"1.Название приятное на слух,легко запомнить.2.Нравится как звучит и привлекает 3.Возможно и подходит как для страховой группы но вызывает сомнения4.Не доверила бы им";1
"Ассоциации с финансами, банком. Мне, не нравиться это название. Я думаю с таким названием нужно заниматься не страхованием. Не могу однозначно сказать, доверилась ли я.";-1
1.ассоциируется с продуктами питания2.скорее не нравится3. В моем понимании к страховкам не имеет отношения4. Вряд-ли,-1
"1. Перевела название,мне выбило""наречений""; смеялась долго,красиво,но не для такой серьезной организации.2.да особо и не отталкивает,но и не привлекает.3.Смогла бы4.Доверилась бы";0
"Ассоциация с названием йогурта или сыра. Название неплохое, только не для названия автостраховой компании. Для страховой думаю да, для автостраховой мне кажется нет. Автомобиль бы я не стаховал в компании с таким названием. Только при условии большого кол-ва позитивных отзывов";-1
"1. Ассоциаций никаких. Возможно что-то европейское, которое хочет зайти на наш рынок.2. Скорее не нравится. 3. Компания с таким название может заниматься чем угодно. 4. Первое впечатление – «Выбирать страховую компанию по названию? Вы серьёзно?»";-1
На мою думку зовсім не підходить. Скоріше для косметики.,0
"1. созвучно со словом fine 2. название нравится3. да, вполне4. да. Но мне название не сильно важно.";1
"1. У меня такое название ассоциируется с фразой: ""Все буде файно"" т.е. всё будет хорошо или с английскими словами означающими в переводе лицо, со словом фантастика, Франция. Впечатление создаётся о том, что компания имеет иностранные истоки, корни, происхождение. Например из Франции. Само по себе название произносится легко и созвучно. 2. Такое название нравится и не отталкивает. При попытке его расшифровать можно предположить, что это Французская страховая компания авто от несчастных случаев. 3. Такая компания может заниматься страхованием. 4. Лично я б заинтересовалась бы компанией с таким названием и даже туда обратилась бы. Дальнейшее доверие зависило бы от отзывов, условий страхования и репутации данной компании в целом.";1
"1. Асициируетс все будет хорошо 2. Слишком мягкое название , не сказал бы что это страховая.3. Врядле подходит такое название, это больше подходит для психологов и курьеров, мол все будет Ок4. Нет";-1
"1. Ассоциации чего-то позитивного, творческого от англ слова ""fine"" -отлично. 2. Название нравиться.3. Со страховой компанией как-то не ассоциируется. Что-то ближе к детским и взрослым развлекательным местам подходит...4. Не исключено. Скорее да";1
"1. Впечатление чего то хорошего 2.Читаешь название и думаешь и хорошем3. Страхование здоровья4. Скорее, Да";1
"1. Позитивне сприйняття значения 2. МенI подобаэться назва своим прижмёмся першим вращениям його сприйняття 3. На мою думку так,тому що назва надаэ впевнености в гарному финалист для клиента 4.напевно,що так";1
"Легко запоминается, но со страхованием никак не вяжется, а больше с сырками Фанни";0
"Ассоциация с организацией Фемен. Fains Не Нравится, т.к. трудно читается. Страхованием не могла бы заниматься. Доверия нет.";-1
"1. С этим названием 2 ассоциации ""файний"" и финансовый 2. Название нравится, вызывает доверие, стабильность. 3. Думаю могла бы, но название больше подходит к финансовой организации 4. Доверился бы процентов на 80";1
"Ні, назва асоціює мені з чимось кондитерськими виробами.";
1. На слух с украинским словом файно 2. Производит впечатление чего то хорошего 3. Скорее массово развлекательным 4. Наверно я бы сомневался,1
"1. Первая ассоциация - кетчуп Heinz. 2. Нравится - приятные ассоциации с кетчупом (он клёвый). Не нравится - ассоциация с кетчупом, а не страховой компанией. 3. Я бы ответил категорично - нет. 4. Думаю, что нет. Уж слишком крепка ассоциация с продуктами питания.";-1
"1. Никаких 2. Название странное, непонятное. 3. Могла бы компания заниматься чем угодно, в том числе и страхованием.4. Доверила бы, если бы были хорошие условия страхования";-1
"1. Асоціація з фінансами. 2. Не подобається, бо складно запамятати та вимовляти. 3. З авто страхуванням не повязую.4. Ні. Якась фінансова піраміда";-1
"1. Файна, на украинский манер.2. Приятное название. Положительное3. Да, могла бы.4. Да. Но в зависимости от условий";1
"1. Ассоциируется с ""Файно"" - все буде файно.2. Приятное название - все будет хорошо. 3. Да, могла бы 4. Скорее да чем нет, все зависит от предлагаемых условий";1
"Название сходно с англ ""fine"" и украинским ""файно""; этим оно нравится и кажется добрым и вызывает доверие. Но почему-то не ассоциируется с автострахованием";1
"Перша асоціація з Фері(миттям посуди-)))) в принципі подобається, компанія змогла б займатись якщо правильно розкрутити себе, може і змогла б довіритись -)))";1
"1. Щось не серйозне, зі страхуванням точно не зв’язане. 2. Дивна назва для cтрахової компанії. 3. Ні. 4. Ні.";-1
"1. Ассоциируется с чем-то добрым и ясным. 2. Название приятное, сразу вызывает расположение. 3. Название подходит. 4. Доверилась бы спокойно";1
"1. Асоціюється з чимось китайським і може бути чим завгодно: ""Фейнс"" - від моделі авто до бейблейда. 2. Не подобається, з огляду на п.1";-1
"Можно было б, в тематике названия что небудь запоминающие.....";0
"1. Назва не несе змісту ,ця назва підходить більше для нічного клубу (вам потрібне щось більш серйозне)2.Не подобається ,бо ,як на мене ,не є серйозною3.Могла б займатись ,назва універсальна4. Довірився б,якби чув позитивні відгуки";-1
"1. ассоциируется с названием ,,family,, мягкое и красивое...2. Да очень нравится...3. Да могла...4.Да доверилась..";1
"Ничего не понятно. Нужно название такое, чтобы можно было сообразить связь со страховкой! К примеру: Fains Ins. Co., если полностью расписать, то получается Fains Insurance Company.Если бы так называлось, я бы доверился компании с таким именем.";-1
1. Название вызывает ассоциации с продукцией продовольственной группы.2. Название не нравится.3. Нет4. Скорее всего нет.,-1
"1.Название ассоциируется с туристической фирмой. 2. Нравится , означает все файно, отталкивает окончание s.3. Для автострахования название не подходит. 4. Можливо";1
Никаких и мне не нравится. Компания основана и живёт в Украине? Дайте украинское название,-1
Название не нравится. Ассоциация с продовольственной группой. Для страховой компании не подходит. Больше подходит название Файна на украинском языке.,-1
"Название не несёт информативности,ассоциируется с названием песни ,скорее не подходит,нет не доверилась";-1
Мне нравится.вызывает доверие)),0
1. Фантазия.2. Что-то загадочное.3. В принципе могла 4. Да мог бы,0
"1. Не буду оригинальной. Данное название - нравится, оно ассоциируется со словом ""файный"" (то есть хороший, приятный и т.д.), а также с английским слоловом fine - отлично, нормально, хорошо. 2. Данное названием привлекательно своим двуязычием (например, при страховании транспортных средств иностранцами в Украине, возможен выбор в пользу этой компании). Информативное, вызывает положительное восприятие на подсознательном уровне. 3. Однозначно - может, по основаниям изложенным выше. 4. Наверное, смогла бы.";1
"1. Ассоциируется со словом "" файно ""2. Нет ничего такого уж ПРИТЯГАТЕЛТНОГО в этом слове , но и отталкивающего тоже нет, оно скорее неитрально как-то воспринимается 3. Страхованием заниматься с таким названием очень даже можно. 4. Доверять компании с таким названием думаю мог бы , почему нет .";0
"1.Асоцииации с продуктом питания.2.Оно очень простое,не отталкивает, но очень быстро о нем забываешь.3. Думаю,что да.4. Наверное не доверилась бы.Слишком простое название";0
"1. С этим названием 2 ассоциации ""файний"" и финансовый 2. Название нравится, вызывает доверие, стабильность. 3. Думаю могла бы, но название больше подходит к финансовой организации 4. Доверился бы";1
1. Штрафи 2. Нейтральне враження 3. Скоріш консалтинг 4. Важко відповісти,0
"1. Ассоциация со словом файно. 2.Нравится название, интересное. 3. Да, могла бы. 4. Да";1
"1. Якась асоціація з чимось жіночим. 2. Милозвучно, але я б так не назвав. 3. Займатися може. Назва не грає ролі. 4. Знову ж таки важливий власний досвід або досвід знайомих.";1
"1. Ассоциируется со словом хорошо, нормально все ровно 2.Нравится что название успокаивает, мол все будет нормально. 3.Да, могла бы. 4.Только если отзывы были бы хорошие.";1
"1.Созвучно с украинским файно. 2. В переводчике не переводится. 3. В названии должно звучать слово страхование. 4. После проверки видов услуг, прайса и т.д.";0
"1. Первое, что пришло на ум, после прочтения - ""Файно"" и ""fine"".2. Название нравится, но, ее для страховой 3. Да 4. Да";1
Асоцюється з чимось добрим. Подобається коротою назвою. Так могла б ця компанія займатись страхуванням/автострахуванням. Міг би довіритись.,1
